
child_no	parent_no	child_no_layer_num	sure_flag	max_parent_id
0		0			0		0		0
1		0			1		1		0
2		0			1		1		0
3		0			1		1		0
4		0			1		1		0
5		1			2		1		0
6		1			2		1		0
7		1			2		1		0
8		2			2		1		0
9		1			2		1		0
10		2			2		1		0
11		1			2		1		0
12		1			2		1		0
13		1			2		1		0
14		2			2		1		0
0		0			0		0		0
16		3			2		1		0
17		1			2		1		0
18		1			2		1		0
19		1			2		1		0
20		2			2		1		0
21		3			2		1		0
22		1			2		1		0
23		1			2		1		0
24		1			2		1		0
25		1			2		1		0
26		1			2		1		0
27		1			2		1		0
28		1			2		1		0
29		1			2		1		0
30		2			2		1		0
31		1			2		1		0
32		1			2		1		0
33		2			2		1		0
34		1			2		1		0
35		1			2		1		0
36		1			2		1		0
37		1			2		1		0
38		1			2		1		0
39		1			2		1		0
40		1			2		1		0
41		2			2		1		0
42		1			2		1		0
43		1			2		1		0
44		1			2		1		0
45		2			2		1		0
46		2			2		1		0
47		2			2		1		0
48		3			2		1		0
49		3			2		1		0
50		3			2		1		0
51		3			2		1		0
52		2			2		1		0
53		1			2		1		0
54		1			2		1		0
55		2			2		1		0
56		1			2		1		0
57		1			2		1		0
58		2			2		1		0
59		1			2		1		0
60		1			2		1		0
61		1			2		1		0
62		1			2		1		0
63		1			2		1		0
64		2			2		1		0
65		2			2		1		0
66		3			2		1		0
67		2			2		1		0
68		2			2		1		0
69		2			2		1		0
70		3			2		1		0
0		0			0		0		0
72		3			2		1		0
73		3			2		1		0
74		1			2		1		0
75		2			2		1		0
76		2			2		1		0
77		2			2		1		0
78		3			2		1		0
79		2			2		1		0
80		1			2		1		0
81		2			2		1		0
82		1			2		1		0
83		1			2		1		0
84		2			2		1		0
85		3			2		1		0
86		2			2		1		0
87		1			2		1		0
88		2			2		1		0
0		0			0		0		0
90		2			2		1		0
91		1			2		1		0
92		2			2		1		0
93		2			2		1		0
94		2			2		1		0
95		2			2		1		0
96		2			2		1		0
97		2			2		1		0
98		2			2		1		0
99		2			2		1		0
100		2			2		1		0
101		1			2		1		0
102		2			2		1		0
103		3			2		1		0
104		2			2		1		0
105		2			2		1		0
106		2			2		1		0
107		2			2		1		0
108		1			2		1		0
109		2			2		1		0
110		2			2		1		0
111		2			2		1		0
112		1			2		1		0
113		2			2		1		0
114		2			2		1		0
115		2			2		1		0
116		2			2		1		0
117		2			2		1		0
118		2			2		1		0
119		2			2		1		0
120		2			2		1		0
121		3			2		1		0
122		2			2		1		0
123		2			2		1		0
124		2			2		1		0
125		2			2		1		0
126		2			2		1		0
127		2			2		1		0
128		2			2		1		0
129		2			2		1		0
130		1			2		1		0
131		2			2		1		0
132		3			2		1		0
133		2			2		1		0
134		2			2		1		0
135		3			2		1		0
136		2			2		1		0
137		3			2		1		0
138		1			2		1		0
139		2			2		1		0
140		3			2		1		0
141		2			2		1		0
142		2			2		1		0
143		3			2		1		0
144		2			2		1		0
145		2			2		1		0
146		2			2		1		0
147		1			2		1		0
148		2			2		1		0
149		1			2		1		0
150		3			2		1		0
151		3			2		1		0
152		1			2		1		0
153		2			2		1		0
154		3			2		1		0
155		3			2		1		0
156		3			2		1		0
157		3			2		1		0
158		3			2		1		0
159		3			2		1		0
160		3			2		1		0
161		2			2		1		0
162		3			2		1		0
163		2			2		1		0
164		2			2		1		0
165		1			2		1		0
166		3			2		1		0
167		3			2		1		0
168		3			2		1		0
169		1			2		1		0
170		3			2		1		0
171		3			2		1		0
172		2			2		1		0
173		3			2		1		0
174		3			2		1		0
175		2			2		1		0
176		3			2		1		0
177		2			2		1		0
178		2			2		1		0
179		3			2		1		0
180		3			2		1		0
181		2			2		1		0
182		3			2		1		0
183		1			2		1		0
184		1			2		1		0
185		1			2		1		0
186		3			2		1		0
187		3			2		1		0
188		1			2		1		0
189		3			2		1		0
190		3			2		1		0
191		3			2		1		0
192		1			2		1		0
193		3			2		1		0
194		2			2		1		0
195		1			2		1		0
196		1			2		1		0
197		1			2		1		0
198		3			2		1		0
199		3			2		1		0
200		2			2		1		0
201		4			2		1		0
202		4			2		1		0
203		4			2		1		0
204		4			2		1		0
205		4			2		1		0
